trend_ord,drug_label,pt,trend,trend_confidence,signal_velocity,n_quarters_data,n_quarters_signal,first_prr,last_prr,prr_q1,prr_q2,prr_q3,prr_q4,monotonic,a_total
1,LIRAGLUTIDE,No adverse event,Emerging,Low,28.6627,3,1,1.6534,30.3161,,,1.6534,30.3161,,118
1,LIRAGLUTIDE,Product substitution issue,Emerging,Low,7.2738,3,1,1.9678,9.2416,,,1.9678,9.2416,,13
1,LIRAGLUTIDE,Syncope,Emerging,Low,6.3627,4,2,2.3891,8.7518,,,2.3891,8.7518,,21
1,SEMAGLUTIDE,Dysaesthesia,Emerging,Medium,6.2651,3,2,1.4128,20.2081,1.4128,,13.7052,20.2081,,54
1,TIRZEPATIDE,Wernicke's encephalopathy,Emerging,Low,5.9903,4,2,4.9723,10.9626,,,4.9723,10.9626,,12
1,TIRZEPATIDE,Wrong patient,Emerging,Low,5.4310,4,1,1.4206,6.8516,,,1.4206,6.8516,,8
1,LIRAGLUTIDE,Drug effect less than expected,Emerging,Low,2.9231,4,1,1.6222,4.5453,,,1.6222,4.5453,,9
1,SEMAGLUTIDE,Volvulus,Emerging,Low,2.7442,4,1,2.3432,7.8316,2.3432,,7.8316,,,11
1,TIRZEPATIDE,Skin wrinkling,Emerging,Low,2.5877,4,1,1.8416,4.4293,,,1.8416,4.4293,,15
1,SEMAGLUTIDE,Type 1 diabetes mellitus,Emerging,Low,2.3481,3,1,0.8978,5.5940,0.8978,,5.5940,,,10
1,TIRZEPATIDE,Neck mass,Emerging,High,2.3316,4,3,1.8459,8.8408,1.8459,3.2223,4.8342,8.8408,,30
1,TIRZEPATIDE,Norovirus infection,Emerging,Low,2.0905,4,1,0.8723,2.9629,,,0.8723,2.9629,,19
1,SEMAGLUTIDE,Coronary artery occlusion,Emerging,Low,2.0099,4,1,1.2641,5.2839,1.2641,,5.2839,,,14
1,SEMAGLUTIDE,Biliary obstruction,Emerging,Low,1.7996,4,1,1.3100,4.9093,1.3100,,4.9093,,,9
1,TIRZEPATIDE,Pancreatic cyst,Emerging,High,1.6898,4,2,1.8909,6.9604,1.8909,1.7370,3.4123,6.9604,,22
1,LIRAGLUTIDE,Cardiac disorder,Emerging,Low,1.5417,4,1,2.7451,4.2869,,2.7451,4.2869,,,14
1,TIRZEPATIDE,Hyperchlorhydria,Emerging,Medium,1.4875,4,2,2.6429,7.1054,2.6429,,3.5516,7.1054,,15
1,TIRZEPATIDE,Vitreous detachment,Emerging,Medium,1.3816,4,1,2.3754,5.1387,,2.3754,0.9945,5.1387,,19
1,SEMAGLUTIDE,Blood urea increased,Emerging,Low,1.3397,3,1,0.4532,3.1326,0.4532,,3.1326,,,8
1,SEMAGLUTIDE,Bone disorder,Emerging,Low,1.3313,4,1,0.9029,3.5656,0.9029,,3.5656,,,13
1,SEMAGLUTIDE,Breath odour,Emerging,Low,1.3266,3,1,2.5281,6.5080,2.5281,,,6.5080,,13
1,LIRAGLUTIDE,Dyspepsia,Emerging,Low,1.2592,4,1,1.7929,4.3112,1.7929,,4.3112,,,18
1,TIRZEPATIDE,Menstruation delayed,Emerging,High,1.1871,4,1,0.6057,4.1671,0.6057,1.3426,1.8675,4.1671,,29
1,TIRZEPATIDE,Retinal artery occlusion,Emerging,Medium,1.1834,4,1,1.0899,3.4567,,1.0899,1.7146,3.4567,,15
1,SEMAGLUTIDE,Cardiovascular disorder,Emerging,Low,1.0858,4,1,0.8323,3.0039,0.8323,,3.0039,,,14
1,LIRAGLUTIDE,Hypoacusis,Emerging,Low,1.0412,3,2,3.0448,4.0860,,,3.0448,4.0860,,9
1,TIRZEPATIDE,Incorrect route of product administration,Emerging,High,1.0380,4,1,0.7085,3.8224,0.7085,0.8558,0.8097,3.8224,,151
1,LIRAGLUTIDE,Weight increased,Emerging,High,1.0261,4,3,1.1422,4.2205,1.1422,3.0056,5.1195,4.2205,,63
1,SEMAGLUTIDE,Drug effect less than expected,Emerging,High,0.8847,4,1,1.7155,4.3696,1.7155,0.4453,0.6265,4.3696,,203
1,DULAGLUTIDE,Cataract,Emerging,Low,0.8846,4,1,1.5728,3.3421,1.5728,,3.3421,,,15
1,SEMAGLUTIDE,Impaired work ability,Emerging,High,0.8744,4,3,0.7169,3.3403,0.7169,4.5990,4.4981,3.3403,,46
1,SEMAGLUTIDE,Injection site coldness,Emerging,Low,0.8678,2,1,1.3343,3.9376,1.3343,,,3.9376,,6
1,SEMAGLUTIDE,Menstruation delayed,Emerging,Medium,0.8472,4,2,0.7505,3.2921,0.7505,,5.8476,3.2921,,18
1,SEMAGLUTIDE,Sleep apnoea syndrome,Emerging,Medium,0.8358,4,2,1.5089,4.0164,1.5089,,6.9836,4.0164,,50
1,TIRZEPATIDE,Volvulus,Emerging,Low,0.8074,4,1,1.9503,3.5651,,1.9503,,3.5651,,14
1,SEMAGLUTIDE,Small intestinal obstruction,Emerging,High,0.7722,4,3,1.3569,3.6735,1.3569,9.9469,5.0065,3.6735,,63
1,TIRZEPATIDE,Libido decreased,Emerging,Medium,0.7477,4,1,0.6418,2.8849,0.6418,,1.0732,2.8849,,28
1,TIRZEPATIDE,Injection site warmth,Emerging,High,0.7242,4,3,1.4991,3.6717,1.4991,2.3581,4.2864,3.6717,,107
1,TIRZEPATIDE,Faeces hard,Emerging,High,0.6982,4,1,0.7360,2.8307,0.7360,1.6543,2.1890,2.8307,,26
1,SEMAGLUTIDE,Gastrointestinal hypomotility,Emerging,Low,0.6599,4,1,0.1896,2.1693,0.1896,,,2.1693,,14
1,SEMAGLUTIDE,Mental fatigue,Emerging,Low,0.6525,2,1,1.9474,3.9048,1.9474,,,3.9048,,10
1,TIRZEPATIDE,Sluggishness,Emerging,High,0.6442,4,1,0.3929,2.3254,0.3929,0.7918,0.8800,2.3254,,28
1,DULAGLUTIDE,Injection site swelling,Emerging,High,0.6363,4,1,0.5066,2.4154,0.5066,1.7213,1.1035,2.4154,,22
1,DULAGLUTIDE,Visual impairment,Emerging,High,0.5769,4,3,1.9370,3.6676,1.9370,2.1468,3.0448,3.6676,,64
1,DULAGLUTIDE,Injection site pruritus,Emerging,High,0.5574,4,3,1.2048,2.8769,1.2048,2.7044,3.3487,2.8769,,29
1,TIRZEPATIDE,Polymenorrhoea,Emerging,Medium,0.5366,4,1,1.0971,2.7068,1.0971,,3.2079,2.7068,,15
1,TIRZEPATIDE,Weight increased,Emerging,High,0.5357,4,3,1.7532,3.3604,1.7532,2.4978,3.8904,3.3604,,1899
1,TIRZEPATIDE,Abdominal pain upper,Emerging,High,0.5347,4,3,1.9006,3.5045,1.9006,2.5399,3.6207,3.5045,,1773
1,TIRZEPATIDE,Depressive symptom,Emerging,Medium,0.5072,3,1,0.9378,2.4596,0.9378,,1.1049,2.4596,,13
1,SEMAGLUTIDE,Fluid intake reduced,Emerging,Low,0.5055,3,1,0.9007,2.4172,0.9007,,,2.4172,,18
1,DULAGLUTIDE,Injection site erythema,Emerging,High,0.5042,4,3,1.1577,2.6704,1.1577,3.3123,2.0395,2.6704,,45
1,SEMAGLUTIDE,Blindness transient,Emerging,High,0.4803,4,3,0.9327,2.3737,0.9327,6.6711,6.2296,2.3737,,25
1,SEMAGLUTIDE,Amylase increased,Emerging,Low,0.4698,4,1,1.5011,2.9104,1.5011,,,2.9104,,13
1,SEMAGLUTIDE,Needle issue,Emerging,High,0.4472,4,1,0.9558,2.2974,0.9558,0.4447,1.2030,2.2974,,107
1,TIRZEPATIDE,Abdominal tenderness,Emerging,Low,0.4317,3,1,1.7001,2.9952,1.7001,,,2.9952,,17
1,TIRZEPATIDE,Illness,Emerging,High,0.4242,4,2,1.4473,2.7200,1.4473,1.7324,2.1460,2.7200,,1482
1,SEMAGLUTIDE,Cold sweat,Emerging,High,0.4188,4,1,1.7341,2.9904,1.7341,2.1817,2.4639,2.9904,,54
1,TIRZEPATIDE,Sleep apnoea syndrome,Emerging,High,0.4057,4,1,1.1104,2.3275,1.1104,1.3587,1.0557,2.3275,,52
1,TIRZEPATIDE,Hyperphagia,Emerging,High,0.4016,4,2,1.2799,2.4849,1.2799,1.4532,4.6040,2.4849,,43
1,TIRZEPATIDE,Abdominal discomfort,Emerging,High,0.3976,4,2,1.5099,2.7026,1.5099,1.7031,2.5181,2.7026,,1083
1,SEMAGLUTIDE,Optic neuritis,Emerging,High,0.3880,4,3,1.6252,2.7891,1.6252,19.7421,20.4665,2.7891,,48
1,TIRZEPATIDE,Blood thyroid stimulating hormone decreased,Emerging,Medium,0.3862,4,1,2.0189,3.1776,2.0189,1.0293,,3.1776,,14
1,SEMAGLUTIDE,Hysterectomy,Emerging,High,0.3850,4,1,0.4263,1.5812,0.4263,2.7976,5.0604,1.5812,,21
1,TIRZEPATIDE,Gastrointestinal disorder,Emerging,High,0.3845,4,2,1.3669,2.5204,1.3669,1.7332,2.2479,2.5204,,829
1,TIRZEPATIDE,Gastrointestinal motility disorder,Emerging,High,0.3798,4,1,1.9981,3.1374,1.9981,1.6844,1.5599,3.1374,,42
1,DULAGLUTIDE,Cerebrovascular accident,Emerging,High,0.3778,4,3,1.4218,2.5551,1.4218,2.7365,2.1087,2.5551,,39
1,TIRZEPATIDE,Neuroendocrine tumour,Emerging,Low,0.3778,3,1,2.7792,3.1570,,2.7792,3.1570,,,9
1,SEMAGLUTIDE,Injection site injury,Emerging,Low,0.3736,2,1,1.2009,2.3216,1.2009,,,2.3216,,29
1,TIRZEPATIDE,Ileus,Emerging,High,0.3708,4,3,1.8788,2.9913,1.8788,3.9265,2.6846,2.9913,,130
1,SEMAGLUTIDE,Irritable bowel syndrome,Emerging,High,0.3644,4,1,0.7216,1.8146,0.7216,1.3965,2.5164,1.8146,,53
1,SEMAGLUTIDE,Autoimmune thyroiditis,Emerging,Low,0.3473,3,1,1.3923,2.4342,1.3923,,,2.4342,,12
1,TIRZEPATIDE,Injection site induration,Emerging,High,0.3410,4,3,1.8459,2.8690,1.8459,2.0286,3.1307,2.8690,,63
1,SEMAGLUTIDE,Thyroid disorder,Emerging,Medium,0.3394,4,1,1.1171,2.1352,1.1171,1.8452,,2.1352,,35
1,SEMAGLUTIDE,Cholecystitis acute,Emerging,High,0.3206,4,3,1.8715,2.8334,1.8715,6.0859,10.7492,2.8334,,23
1,SEMAGLUTIDE,Feeling cold,Emerging,High,0.3164,4,1,0.7421,1.6914,0.7421,1.3974,2.6465,1.6914,,48
1,SEMAGLUTIDE,Aphonia,Emerging,Low,0.3107,4,1,1.5611,2.4931,1.5611,,,2.4931,,36
1,DULAGLUTIDE,Dementia,Emerging,Medium,0.3038,4,1,2.1686,3.0800,2.1686,,2.5668,3.0800,,13
1,TIRZEPATIDE,Diarrhoea,Emerging,High,0.2944,4,3,1.8168,2.7000,1.8168,2.1025,2.7204,2.7000,,5000
1,TIRZEPATIDE,Hiccups,Emerging,High,0.2813,4,1,1.1182,1.9620,1.1182,1.8698,2.3891,1.9620,,52
1,SEMAGLUTIDE,Depressed mood,Emerging,High,0.2803,4,1,0.9652,1.8060,0.9652,0.5817,10.2613,1.8060,,174
1,TIRZEPATIDE,Abdominal distension,Emerging,High,0.2750,4,3,1.8691,2.6942,1.8691,2.0711,3.0703,2.6942,,825
1,SEMAGLUTIDE,Menopause,Emerging,Medium,0.2574,4,2,2.0885,2.8607,2.0885,,9.6743,2.8607,,13
1,LIRAGLUTIDE,Illness,Emerging,High,0.2509,4,1,0.9262,1.6790,0.9262,0.7690,2.8357,1.6790,,34
1,LIRAGLUTIDE,Anxiety,Emerging,Low,0.2387,4,1,1.7633,2.2407,1.7633,,2.2407,,,22
1,SEMAGLUTIDE,Lethargy,Emerging,High,0.2345,4,1,1.5685,2.2720,1.5685,1.1136,1.8040,2.2720,,130
1,TIRZEPATIDE,Gallbladder rupture,Emerging,Low,0.2268,4,1,3.0880,3.3148,,3.0880,3.3148,,,9
1,SEMAGLUTIDE,Epigastric discomfort,Emerging,Low,0.2198,4,1,2.5281,3.1876,2.5281,,,3.1876,,12
1,TIRZEPATIDE,Cold sweat,Emerging,High,0.2078,4,1,1.1036,1.7271,1.1036,1.0899,2.2790,1.7271,,69
1,SEMAGLUTIDE,Ventricular extrasystoles,Emerging,Medium,0.2027,4,1,0.8655,1.4735,0.8655,,3.4263,1.4735,,15
1,TIRZEPATIDE,Throat clearing,Emerging,High,0.1929,4,1,0.7965,1.3752,0.7965,1.1580,4.0099,1.3752,,30
1,SEMAGLUTIDE,Limb injury,Emerging,High,0.1875,4,1,1.0269,1.5893,1.0269,1.7928,3.5682,1.5893,,60
1,SEMAGLUTIDE,Arthropathy,Emerging,High,0.1823,4,1,0.3920,0.9387,0.3920,1.1680,2.4778,0.9387,,55
1,SEMAGLUTIDE,Ileus paralytic,Emerging,Medium,0.1784,4,1,1.0917,1.6270,1.0917,,4.2718,1.6270,,15
1,SEMAGLUTIDE,Memory impairment,Emerging,High,0.1706,4,1,1.5513,2.0632,1.5513,1.5225,0.9405,2.0632,,276
1,TIRZEPATIDE,Bowel movement irregularity,Emerging,High,0.1704,4,3,1.5594,2.0707,1.5594,2.6896,2.2444,2.0707,,62
1,DULAGLUTIDE,Neoplasm malignant,Emerging,Medium,0.1594,4,1,0.7952,1.2734,0.7952,,2.8268,1.2734,,13
1,SEMAGLUTIDE,Intestinal perforation,Emerging,Medium,0.1579,4,1,0.6491,1.1227,0.6491,,3.1873,1.1227,,19
1,SEMAGLUTIDE,Muscle disorder,Emerging,Medium,0.1475,4,1,0.8895,1.3321,0.8895,,6.3560,1.3321,,12
1,SEMAGLUTIDE,Visual field defect,Emerging,High,0.1465,4,3,1.8241,2.2636,1.8241,6.5145,11.9609,2.2636,,23
1,TIRZEPATIDE,Abdominal rigidity,Emerging,High,0.1398,4,1,2.0402,2.4596,2.0402,2.1798,2.2099,2.4596,,21
1,SEMAGLUTIDE,Colitis ischaemic,Emerging,High,0.1366,4,3,1.6756,2.0853,1.6756,12.1139,12.3789,2.0853,,41
1,SEMAGLUTIDE,Musculoskeletal chest pain,Emerging,High,0.1199,4,1,1.3221,1.6819,1.3221,1.8354,4.5447,1.6819,,38
1,SEMAGLUTIDE,Presyncope,Emerging,High,0.1193,4,1,1.1258,1.4837,1.1258,1.3329,3.1780,1.4837,,58
1,SEMAGLUTIDE,Biliary dilatation,Emerging,Medium,0.1149,4,2,3.0022,3.3470,3.0022,,15.6631,3.3470,,11
1,SEMAGLUTIDE,Musculoskeletal discomfort,Emerging,High,0.1067,4,1,0.9357,1.2557,0.9357,2.0649,2.9474,1.2557,,31
1,SEMAGLUTIDE,Diabetic neuropathy,Emerging,Medium,0.0899,4,2,2.2658,2.5356,2.2658,,8.6559,2.5356,,15
1,TIRZEPATIDE,Glycosylated haemoglobin increased,Emerging,High,0.0896,4,3,1.7913,2.0600,1.7913,2.8360,2.0183,2.0600,,174
1,SEMAGLUTIDE,Feeling abnormal,Emerging,High,0.0875,4,1,1.9465,2.2090,1.9465,0.5589,0.8370,2.2090,,447
1,SEMAGLUTIDE,Abortion spontaneous,Emerging,High,0.0796,4,1,0.4479,0.6866,0.4479,0.8162,2.3551,0.6866,,32
1,SEMAGLUTIDE,Fibromyalgia,Emerging,Medium,0.0574,4,1,0.5514,0.7237,0.5514,,2.9141,0.7237,,30
1,TIRZEPATIDE,Retching,Emerging,High,0.0508,4,2,1.9321,2.0846,1.9321,1.0567,2.5451,2.0846,,122
1,SEMAGLUTIDE,Palpitations,Emerging,High,0.0479,4,1,0.9513,1.0950,0.9513,1.9285,2.0892,1.0950,,214
1,SEMAGLUTIDE,Neoplasm malignant,Emerging,High,0.0462,4,1,0.3933,0.5318,0.3933,1.0335,2.2026,0.5318,,66
1,SEMAGLUTIDE,Loss of consciousness,Emerging,High,0.0374,4,1,0.4201,0.5323,0.4201,1.4083,2.4842,0.5323,,121
1,TIRZEPATIDE,Feeling cold,Emerging,High,0.0306,4,1,1.2359,1.3278,1.2359,1.3023,2.0718,1.3278,,102
1,SEMAGLUTIDE,Deafness,Emerging,High,0.0221,4,1,0.4224,0.4886,0.4224,1.1199,2.2441,0.4886,,27
1,SEMAGLUTIDE,Angina pectoris,Emerging,High,-0.0036,4,1,0.5337,0.5230,0.5337,1.7131,3.1326,0.5230,,22
1,SEMAGLUTIDE,Enteritis,Emerging,Medium,-0.0174,4,1,0.6055,0.5532,0.6055,,4.0988,0.5532,,12
1,SEMAGLUTIDE,Foot operation,Emerging,Medium,-0.0183,4,1,1.1302,1.0753,1.1302,,4.1636,1.0753,,13
1,SEMAGLUTIDE,Blood cholesterol increased,Emerging,High,-0.0201,4,1,1.3285,1.2682,1.3285,1.5477,2.4365,1.2682,,88
1,LIRAGLUTIDE,Depression,Emerging,High,-0.0211,4,1,1.5024,1.4392,1.5024,1.2550,3.0550,1.4392,,22
1,SEMAGLUTIDE,Oropharyngeal discomfort,Emerging,Medium,-0.0265,4,1,1.2009,1.1213,1.2009,,3.3393,1.1213,,29
1,SEMAGLUTIDE,Obesity,Emerging,High,-0.0408,4,1,0.5357,0.4132,0.5357,1.9272,3.1178,0.4132,,20
1,LIRAGLUTIDE,Flatulence,Emerging,Low,-0.0732,4,1,2.7733,2.7001,,,2.7733,2.7001,,11
1,SEMAGLUTIDE,Hernia,Emerging,High,-0.0742,4,1,0.8360,0.6134,0.8360,1.9599,3.7293,0.6134,,34
1,SEMAGLUTIDE,Renal cancer,Emerging,Medium,-0.0856,4,1,1.0442,0.7875,1.0442,,4.4449,0.7875,,12
1,TIRZEPATIDE,Peroneal nerve palsy,Emerging,High,-0.1127,4,1,2.0619,1.7237,2.0619,1.8797,3.1357,1.7237,,24
1,SEMAGLUTIDE,Endometriosis,Emerging,Medium,-0.1199,4,1,1.6228,1.2630,1.6228,,8.4340,1.2630,,14
1,TIRZEPATIDE,Injection site discolouration,Emerging,High,-0.1755,4,1,1.5142,0.9876,1.5142,1.5259,2.3677,0.9876,,68
1,LIRAGLUTIDE,Weight decreased,Emerging,High,-0.1913,4,1,1.3491,0.7751,1.3491,0.7739,3.1596,0.7751,,32
1,SEMAGLUTIDE,Hyperthyroidism,Emerging,High,-0.2065,4,1,1.1487,0.5292,1.1487,1.3932,2.9072,0.5292,,27
1,TIRZEPATIDE,Food intolerance,Emerging,High,-0.2484,4,1,1.6151,0.8700,1.6151,1.5973,2.5018,0.8700,,20
1,SEMAGLUTIDE,Polyp,Emerging,Medium,-0.2511,4,1,1.7791,1.0259,1.7791,,10.3436,1.0259,,17
1,LIRAGLUTIDE,Constipation,Emerging,High,-0.2689,4,1,1.8552,1.0485,1.8552,1.1849,3.7216,1.0485,,46
1,SEMAGLUTIDE,Extrasystoles,Emerging,Medium,-0.2943,4,1,1.8126,0.9297,1.8126,,6.7128,0.9297,,12
1,SEMAGLUTIDE,Major depression,Emerging,Medium,-0.3235,4,1,1.6679,0.6973,1.6679,,4.2718,0.6973,,12
1,TIRZEPATIDE,Trichorrhexis,Emerging,Low,-0.4245,4,1,2.6170,2.1925,,,2.6170,2.1925,,12
1,TIRZEPATIDE,Functional gastrointestinal disorder,Emerging,Low,-0.5477,4,1,2.7624,2.2147,,,2.7624,2.2147,,12
1,TIRZEPATIDE,Skin sensitisation,Emerging,Low,-0.8898,4,2,7.5337,6.6440,,,7.5337,6.6440,,12
1,LIRAGLUTIDE,Drug intolerance,Emerging,Low,-1.4689,4,1,3.8660,2.3971,,,3.8660,2.3971,,19
1,LIRAGLUTIDE,Increased appetite,Emerging,Low,-1.8514,3,2,6.5502,4.6988,,,6.5502,4.6988,,10
1,TIRZEPATIDE,Binge eating,Emerging,Low,-2.1597,3,1,3.8998,1.7401,,,3.8998,1.7401,,9
1,SEMAGLUTIDE,Cerebral disorder,Emerging,Low,-2.3417,4,1,3.3225,0.9808,,,3.3225,0.9808,,10
1,SEMAGLUTIDE,Cholangitis,Emerging,Low,-2.5139,4,1,3.2729,0.7589,,,3.2729,0.7589,,13
1,TIRZEPATIDE,Thirst decreased,Emerging,Low,-2.5611,4,2,6.2153,3.6542,,,6.2153,3.6542,,9
1,SEMAGLUTIDE,Product ineffective,Emerging,Low,-2.6456,4,1,3.5753,0.9297,,,3.5753,0.9297,,10
1,SEMAGLUTIDE,Hormone level abnormal,Emerging,Low,-2.6602,4,2,5.1395,2.4792,,,5.1395,2.4792,,13
1,LIRAGLUTIDE,Eructation,Emerging,Low,-2.9645,4,2,6.3656,3.4011,,,6.3656,3.4011,,14
1,TIRZEPATIDE,Gastric pH decreased,Emerging,Low,-3.1176,4,2,9.2079,6.0903,,,9.2079,6.0903,,12
1,SEMAGLUTIDE,Hepatic fibrosis,Emerging,Low,-3.2428,3,1,4.5058,1.2630,,,4.5058,1.2630,,7
1,SEMAGLUTIDE,Renal transplant,Emerging,Low,-3.9979,3,1,5.0604,1.0625,,,5.0604,1.0625,,7
1,SEMAGLUTIDE,Rehabilitation therapy,Emerging,Low,-4.1500,3,1,5.4821,1.3321,,,5.4821,1.3321,,9
1,SEMAGLUTIDE,Abnormal weight gain,Emerging,Low,-6.9106,3,1,8.2231,1.3125,,,8.2231,1.3125,,7
1,SEMAGLUTIDE,Oesophageal pain,Emerging,Low,-6.9532,3,2,9.6743,2.7211,,,9.6743,2.7211,,10
1,SEMAGLUTIDE,Hypovitaminosis,Emerging,Low,-7.7198,3,2,12.1824,4.4626,,,12.1824,4.4626,,9
1,SEMAGLUTIDE,Gallbladder polyp,Emerging,Low,-14.6601,4,2,27.4104,12.7503,,,27.4104,12.7503,,10
1,SEMAGLUTIDE,Appendicectomy,Emerging,Low,-15.9929,4,1,17.0554,1.0625,,,17.0554,1.0625,,13
1,TIRZEPATIDE,Crystalluria,Emerging,Low,,1,1,14.6168,14.6168,,,,14.6168,,4
1,TIRZEPATIDE,Blood insulin increased,Emerging,Low,,4,1,3.9152,3.9152,,,,3.9152,,7
1,TIRZEPATIDE,Blood calcitonin increased,Emerging,Low,,3,1,27.4065,27.4065,,,,27.4065,,7
1,TIRZEPATIDE,Antineutrophil cytoplasmic antibody positive,Emerging,Low,,1,1,7.3663,7.3663,,,7.3663,,,4
1,TIRZEPATIDE,Androgenetic alopecia,Emerging,Low,,1,1,10.9626,10.9626,,,,10.9626,,3
1,TIRZEPATIDE,Alcoholism,Emerging,Low,,2,1,4.5677,4.5677,,,,4.5677,,7
1,LIRAGLUTIDE,Wrong technique in device usage process,Emerging,Low,,2,1,3.5188,3.5188,,,,3.5188,,5
1,LIRAGLUTIDE,Nephrolithiasis,Emerging,Low,,4,1,2.7333,2.7333,,,2.7333,,,8
1,DULAGLUTIDE,Lymphadenopathy,Emerging,Low,,1,1,3.1378,3.1378,,,3.1378,,,3
1,LIRAGLUTIDE,Ill-defined disorder,Emerging,Low,,3,1,2.8270,2.8270,,,2.8270,,,7
1,DULAGLUTIDE,Muscle atrophy,Emerging,Low,,3,1,6.5146,6.5146,,,6.5146,,,5
1,TIRZEPATIDE,Oesophageal spasm,Emerging,Low,,4,1,3.6542,3.6542,,,,3.6542,,8
1,DULAGLUTIDE,Inguinal hernia,Emerging,Low,,1,1,20.6996,20.6996,,,20.6996,,,3
1,LIRAGLUTIDE,Swelling,Emerging,Low,,2,1,2.2247,2.2247,,,2.2247,,,7
1,LIRAGLUTIDE,Prescription drug used without a prescription,Emerging,Low,,2,1,15.1755,15.1755,,,15.1755,,,5
1,DULAGLUTIDE,Injection site discolouration,Emerging,Low,,2,1,7.4184,7.4184,,,7.4184,,,5
1,LIRAGLUTIDE,Needle issue,Emerging,Low,,2,1,4.1499,4.1499,,,,4.1499,,4
1,LIRAGLUTIDE,Injection site bruising,Emerging,Low,,2,1,3.0695,3.0695,,,3.0695,,,10
1,LIRAGLUTIDE,Deafness,Emerging,Low,,3,1,4.1119,4.1119,,,4.1119,,,6
1,DULAGLUTIDE,Eye haemorrhage,Emerging,Low,,3,1,10.1155,10.1155,,,,10.1155,,5
1,SEMAGLUTIDE,Wernicke's encephalopathy,Emerging,Low,,4,1,14.3011,14.3011,,,14.3011,,,9
1,LIRAGLUTIDE,Hunger,Emerging,Low,,1,1,12.4799,12.4799,,,12.4799,,,8
1,LIRAGLUTIDE,Haematemesis,Emerging,Low,,2,1,6.6095,6.6095,,,6.6095,,,5
1,SEMAGLUTIDE,Metabolic syndrome,Emerging,Low,,2,1,4.1837,4.1837,,,,4.1837,,4
1,SEMAGLUTIDE,Peripheral sensory neuropathy,Emerging,Low,,2,1,5.9266,5.9266,,,5.9266,,,5
1,SEMAGLUTIDE,Spinal disorder,Emerging,Low,,4,1,4.1636,4.1636,,,4.1636,,,8
1,LIRAGLUTIDE,Drug-induced liver injury,Emerging,Low,,3,1,3.0212,3.0212,,,,3.0212,,5
1,SEMAGLUTIDE,Gastric pH decreased,Emerging,Low,,3,1,5.1492,5.1492,,,,5.1492,,5
1,SEMAGLUTIDE,Ketosis,Emerging,Low,,3,1,23.8352,23.8352,,,23.8352,,,8
1,SEMAGLUTIDE,Injection site scab,Emerging,Low,,2,1,6.6939,6.6939,,,,6.6939,,4
1,LIRAGLUTIDE,Breast cancer,Emerging,Low,,4,1,3.5657,3.5657,,,3.5657,,,7
1,TIRZEPATIDE,Pituitary tumour benign,Emerging,Low,,2,1,3.4258,3.4258,,,,3.4258,,4
1,SEMAGLUTIDE,Duodenitis,Emerging,Low,,2,1,4.4626,4.4626,,,,4.4626,,5
1,TIRZEPATIDE,Amylase abnormal,Emerging,Low,,1,1,49.7227,49.7227,,,49.7227,,,3
1,TIRZEPATIDE,Biliary dilatation,Emerging,Low,,3,1,3.8465,3.8465,,,,3.8465,,8
1,LIRAGLUTIDE,Liver disorder,Emerging,Low,,3,1,3.1200,3.1200,,,3.1200,,,6
1,SEMAGLUTIDE,Burning mouth syndrome,Emerging,Low,,1,1,11.1565,11.1565,,,,11.1565,,3
1,SEMAGLUTIDE,Stressed eating,Emerging,Low,,4,1,39.0479,39.0479,,,,39.0479,,11
1,SEMAGLUTIDE,Inadvertent injection air bubble,Emerging,Low,,2,1,16.7348,16.7348,,,,16.7348,,4
1,LIRAGLUTIDE,Drug hypersensitivity,Emerging,Low,,2,1,5.2286,5.2286,,,5.2286,,,21
1,SEMAGLUTIDE,Vitamin B12 increased,Emerging,Low,,2,1,7.4377,7.4377,,,,7.4377,,7
1,SEMAGLUTIDE,Vascular graft,Emerging,Low,,3,1,2.9751,2.9751,,,,2.9751,,7
1,SEMAGLUTIDE,Troponin increased,Emerging,Low,,3,1,2.8665,2.8665,,,2.8665,,,7
1,SEMAGLUTIDE,Strangulated hernia,Emerging,Low,,1,1,54.8209,54.8209,,,54.8209,,,3
1,SEMAGLUTIDE,Steroid therapy,Emerging,Low,,4,1,66.9392,66.9392,,,,66.9392,,8
1,SEMAGLUTIDE,Starvation ketoacidosis,Emerging,Low,,2,1,32.8925,32.8925,,,32.8925,,,4
1,DULAGLUTIDE,Diverticulitis,Emerging,Low,,4,1,3.2823,3.2823,,,3.2823,,,7
1,SEMAGLUTIDE,Skin indentation,Emerging,Low,,1,1,8.1138,8.1138,,,,8.1138,,4
1,SEMAGLUTIDE,Sarcopenia,Emerging,Low,,2,1,3.9376,3.9376,,,,3.9376,,4
1,SEMAGLUTIDE,Salt craving,Emerging,Low,,2,1,33.4696,33.4696,,,,33.4696,,5
1,LIRAGLUTIDE,Hysterectomy,Emerging,Low,,2,1,10.6970,10.6970,,,10.6970,,,5
1,SEMAGLUTIDE,Pseudopapilloedema,Emerging,Low,,2,1,13.3878,13.3878,,,,13.3878,,4
1,SEMAGLUTIDE,Positive airway pressure therapy,Emerging,Low,,3,1,36.5473,36.5473,,,36.5473,,,7
1,SEMAGLUTIDE,Physiotherapy,Emerging,Low,,4,1,9.5627,9.5627,,,,9.5627,,7
1,SEMAGLUTIDE,Panniculitis,Emerging,Low,,3,1,14.1473,14.1473,,,14.1473,,,6
