trend_ord,drug_label,pt,trend,trend_confidence,signal_velocity,n_quarters_data,n_quarters_signal,first_prr,last_prr,prr_q1,prr_q2,prr_q3,prr_q4,monotonic,a_total
1,SEMAGLUTIDE,Optic atrophy,Emerging,Low,,4,1,27.4104,27.4104,,,27.4104,,,11
1,SEMAGLUTIDE,Morning sickness,Emerging,Low,,2,1,14.8754,14.8754,,,,14.8754,,6
1,TIRZEPATIDE,Stomach mass,Emerging,Low,,2,1,6.0903,6.0903,,,,6.0903,,4
1,SEMAGLUTIDE,Living in residential institution,Emerging,Low,,4,1,4.3187,4.3187,,,,4.3187,,11
1,SEMAGLUTIDE,Vulvovaginal pruritus,Emerging,Low,,3,1,6.5785,6.5785,,,6.5785,,,6
1,SEMAGLUTIDE,Lipoma,Emerging,Low,,4,1,3.5231,3.5231,,,,3.5231,,6
1,SEMAGLUTIDE,Lipoatrophy,Emerging,Low,,3,1,6.0854,6.0854,,,,6.0854,,5
1,SEMAGLUTIDE,Intraductal papillary mucinous neoplasm,Emerging,Low,,3,1,6.6939,6.6939,,,,6.6939,,5
1,DULAGLUTIDE,Irritable bowel syndrome,Emerging,Low,,4,1,4.1533,4.1533,,,4.1533,,,8
1,SEMAGLUTIDE,Injection site abscess,Emerging,Low,,2,1,3.1876,3.1876,,,,3.1876,,6
1,LIRAGLUTIDE,Unevaluable event,Emerging,Low,,2,1,3.2426,3.2426,,,3.2426,,,6
1,SEMAGLUTIDE,Hypoglycaemic unconsciousness,Emerging,Low,,4,1,7.4377,7.4377,,,,7.4377,,7
1,SEMAGLUTIDE,Hepatitis acute,Emerging,Low,,1,1,5.0604,5.0604,,,5.0604,,,3
1,SEMAGLUTIDE,Genital rash,Emerging,Low,,2,1,5.9502,5.9502,,,,5.9502,,6
1,SEMAGLUTIDE,Faeces pale,Emerging,Low,,2,1,19.9349,19.9349,,,19.9349,,,5
1,SEMAGLUTIDE,Face injury,Emerging,Low,,2,1,5.2210,5.2210,,,5.2210,,,4
1,SEMAGLUTIDE,Exposure via eye contact,Emerging,Low,,1,1,22.3131,22.3131,,,,22.3131,,7
1,SEMAGLUTIDE,Essential hypertension,Emerging,Low,,2,1,14.3011,14.3011,,,14.3011,,,4
1,SEMAGLUTIDE,Endometrial thickening,Emerging,Low,,2,1,7.4377,7.4377,,,,7.4377,,5
1,SEMAGLUTIDE,Endometrial cancer,Emerging,Low,,3,1,3.1876,3.1876,,,,3.1876,,7
1,SEMAGLUTIDE,Drug tolerance,Emerging,Low,,2,1,3.8471,3.8471,,,,3.8471,,12
1,SEMAGLUTIDE,Depersonalisation/derealisation disorder,Emerging,Low,,4,1,8.0226,8.0226,,,8.0226,,,7
1,SEMAGLUTIDE,Chronic disease,Emerging,Low,,2,1,9.5627,9.5627,,,,9.5627,,4
1,SEMAGLUTIDE,Blood insulin increased,Emerging,Low,,3,1,9.2971,9.2971,,,,9.2971,,8
1,SEMAGLUTIDE,Binge eating,Emerging,Low,,2,1,6.1981,6.1981,,,,6.1981,,12
1,SEMAGLUTIDE,Astigmatism,Emerging,Low,,3,1,4.7814,4.7814,,,,4.7814,,5
1,SEMAGLUTIDE,Amaurosis,Emerging,Low,,1,1,4.4626,4.4626,,,,4.4626,,3
1,SEMAGLUTIDE,Administration site bruise,Emerging,Low,,1,1,22.3131,22.3131,,,,22.3131,,5
1,SEMAGLUTIDE,Adenocarcinoma pancreas,Emerging,Low,,3,1,164.4627,164.4627,,,164.4627,,,8
1,DULAGLUTIDE,"Sleep disorder due to general medical condition, insomnia type",Emerging,Low,,2,1,8.2799,8.2799,,,8.2799,,,4
1,SEMAGLUTIDE,Activities of daily living decreased,Emerging,Low,,2,1,3.3564,3.3564,,,3.3564,,,4
1,SEMAGLUTIDE,Aortic aneurysm,Emerging,Low,,4,1,5.4821,5.4821,,,5.4821,,,7
1,TIRZEPATIDE,Axillary pain,Emerging,Low,,2,1,4.2991,4.2991,,,,4.2991,,6
1,TIRZEPATIDE,Blood ketone body increased,Emerging,Low,,3,1,3.6542,3.6542,,,,3.6542,,9
1,TIRZEPATIDE,Dark circles under eyes,Emerging,Low,,1,1,4.2164,4.2164,,,,4.2164,,3
1,TIRZEPATIDE,Essential tremor,Emerging,Low,,1,1,4.5202,4.5202,,,4.5202,,,3
1,SEMAGLUTIDE,Reflux laryngitis,Emerging,Low,,3,1,41.1157,41.1157,,,41.1157,,,5
1,TIRZEPATIDE,Pancreatitis relapsing,Emerging,Low,,2,1,7.8304,7.8304,,,,7.8304,,4
1,LIRAGLUTIDE,Diabetic ketoacidosis,Emerging,Low,,4,1,8.7175,8.7175,,,8.7175,,,8
1,TIRZEPATIDE,Gastrointestinal neuroendocrine tumour,Emerging,Low,,2,1,6.0903,6.0903,,,,6.0903,,4
1,TIRZEPATIDE,Carbon dioxide decreased,Emerging,Low,,2,1,3.9152,3.9152,,,,3.9152,,5
1,TIRZEPATIDE,Thyroid pain,Emerging,Low,,1,1,16.5742,16.5742,,,16.5742,,,3
1,TIRZEPATIDE,Superior mesenteric artery syndrome,Emerging,Low,,2,1,7.8304,7.8304,,,,7.8304,,4
1,TIRZEPATIDE,Product sterility issue,Emerging,Low,,3,1,9.1355,9.1355,,,,9.1355,,5
1,TIRZEPATIDE,Pelvic mass,Emerging,Low,,1,1,9.1355,9.1355,,,,9.1355,,3
1,TIRZEPATIDE,Pancreatic steatosis,Emerging,Low,,3,1,6.0903,6.0903,,,,6.0903,,5
1,TIRZEPATIDE,Pancreatic pseudocyst,Emerging,Low,,3,1,4.2164,4.2164,,,,4.2164,,6
1,TIRZEPATIDE,Pancreatic mass,Emerging,Low,,2,1,4.2164,4.2164,,,,4.2164,,5
1,SEMAGLUTIDE,Essential tremor,Emerging,Low,,1,1,4.2501,4.2501,,,,4.2501,,4
1,TIRZEPATIDE,Middle cerebral artery stroke,Emerging,Low,,2,1,4.5202,4.5202,,,4.5202,,,4
1,TIRZEPATIDE,Lipoedema,Emerging,Low,,3,1,6.0903,6.0903,,,,6.0903,,5
1,TIRZEPATIDE,Intraductal papillary mucinous neoplasm,Emerging,Low,,3,1,8.1204,8.1204,,,,8.1204,,6
2,SEMAGLUTIDE,Appetite disorder,Accelerating,High,6.4185,4,4,14.8014,34.0568,14.8014,10.1178,4.6989,34.0568,0,208
2,LIRAGLUTIDE,Cyclic vomiting syndrome,Accelerating,Medium,3.2066,4,3,26.0083,35.6281,26.0083,,39.5195,35.6281,0,14
2,SEMAGLUTIDE,Gastrointestinal sounds abnormal,Accelerating,Medium,2.6575,4,3,6.2267,14.1992,6.2267,3.6516,,14.1992,0,124
2,TIRZEPATIDE,Injection site hypersensitivity,Accelerating,High,2.5706,4,4,25.2651,32.9769,25.2651,33.2559,30.4608,32.9769,0,285
2,DULAGLUTIDE,Blood glucose abnormal,Accelerating,High,2.3920,4,4,15.5663,22.7423,15.5663,34.2843,15.7608,22.7423,0,50
2,TIRZEPATIDE,Starvation ketoacidosis,Accelerating,High,2.2140,4,4,11.6289,18.2710,11.6289,12.3522,4.9723,18.2710,0,21
2,DULAGLUTIDE,Hypoacusis,Accelerating,High,2.0928,4,4,2.6429,8.9213,2.6429,4.9912,7.6392,8.9213,1,40
2,SEMAGLUTIDE,Metabolic surgery,Accelerating,High,2.0153,4,4,4.3668,10.4128,4.3668,17.7896,46.9893,10.4128,0,24
2,SEMAGLUTIDE,Injection site discharge,Accelerating,Medium,1.9802,4,3,9.6208,15.5615,9.6208,2.2610,,15.5615,0,336
2,DULAGLUTIDE,Injection site injury,Accelerating,High,1.8114,4,4,5.8054,11.2395,5.8054,12.9905,14.5508,11.2395,0,20
2,DULAGLUTIDE,Blood glucose fluctuation,Accelerating,High,1.7040,4,4,5.9637,11.0757,5.9637,10.9394,15.9922,11.0757,0,14
2,SEMAGLUTIDE,Near death experience,Accelerating,Medium,1.6840,4,3,2.1834,5.5515,2.1834,8.4315,5.5515,,0,20
2,TIRZEPATIDE,Allodynia,Accelerating,High,1.4939,4,4,7.9288,12.4105,7.9288,18.5283,13.9573,12.4105,0,93
2,SEMAGLUTIDE,Vomiting projectile,Accelerating,High,1.4826,4,4,5.9120,10.3596,5.9120,8.3792,6.8526,10.3596,0,51
2,TIRZEPATIDE,Lipase increased,Accelerating,High,1.4518,4,4,6.6073,10.9626,6.6073,7.7618,10.4808,10.9626,1,137
2,TIRZEPATIDE,Pancreatic enzymes increased,Accelerating,High,1.3839,4,4,4.1532,8.3050,4.1532,7.0584,11.0495,8.3050,0,34
2,TIRZEPATIDE,Papillary thyroid cancer,Accelerating,High,1.3310,4,4,7.7526,11.7456,7.7526,3.3688,7.9802,11.7456,0,34
2,TIRZEPATIDE,Lack of satiety,Accelerating,Medium,1.3267,4,3,6.4605,10.4406,6.4605,,13.2594,10.4406,0,18
2,DULAGLUTIDE,Blindness,Accelerating,Medium,1.3149,4,3,2.5476,6.4924,2.5476,,8.5871,6.4924,0,29
2,SEMAGLUTIDE,Acute cholecystitis necrotic,Accelerating,Medium,1.3042,3,3,6.0043,9.9169,6.0043,,16.4463,9.9169,0,10
2,TIRZEPATIDE,Gastric dilatation,Accelerating,High,1.2548,4,3,2.3258,6.0903,2.3258,5.5585,3.4893,6.0903,0,16
2,TIRZEPATIDE,Food aversion,Accelerating,High,1.2284,4,4,3.4203,7.1054,3.4203,4.6321,7.7692,7.1054,0,46
2,TIRZEPATIDE,Increased appetite,Accelerating,High,1.0802,4,4,2.6085,5.8490,2.6085,8.0146,10.5809,5.8490,0,524
2,TIRZEPATIDE,Constipation,Accelerating,High,1.0306,4,4,2.8510,5.9428,2.8510,3.9259,6.0619,5.9428,0,3387
2,TIRZEPATIDE,Alopecia,Accelerating,High,1.0174,4,4,2.0537,5.1059,2.0537,3.6199,4.8585,5.1059,1,1638
2,TIRZEPATIDE,Dyspepsia,Accelerating,High,0.9862,4,4,2.5893,5.5480,2.5893,4.3858,6.3034,5.5480,0,1277
2,TIRZEPATIDE,Biliary colic,Accelerating,High,0.9656,4,4,4.1305,7.0273,4.1305,8.6728,3.8476,7.0273,0,68
2,DULAGLUTIDE,Injection site mass,Accelerating,High,0.9396,4,4,4.7209,7.5397,4.7209,11.8771,7.4471,7.5397,0,50
2,DULAGLUTIDE,Injection site discomfort,Accelerating,Medium,0.8766,4,3,3.4078,6.0377,3.4078,5.2399,,6.0377,1,12
2,SEMAGLUTIDE,Retinopathy,Accelerating,High,0.8645,4,4,4.1005,6.6939,4.1005,7.3808,15.2280,6.6939,0,24
2,TIRZEPATIDE,"Sleep disorder due to general medical condition, insomnia type",Accelerating,High,0.7933,4,4,6.1724,8.5524,6.1724,7.5115,7.4508,8.5524,0,188
2,TIRZEPATIDE,Gastroenteritis viral,Accelerating,High,0.7021,4,3,2.2556,4.3620,2.2556,1.6921,2.5499,4.3620,0,138
2,SEMAGLUTIDE,Weight increased,Accelerating,High,0.6987,4,4,6.3116,8.4075,6.3116,2.0447,2.2303,8.4075,0,2178
2,TIRZEPATIDE,Flatulence,Accelerating,High,0.6777,4,4,3.0457,5.0789,3.0457,4.0540,5.5935,5.0789,0,738
2,DULAGLUTIDE,Injection site urticaria,Accelerating,High,0.6680,4,4,2.9484,4.9522,2.9484,3.4355,4.8284,4.9522,1,22
2,DULAGLUTIDE,Gallbladder disorder,Accelerating,Medium,0.6294,3,3,5.9637,7.8518,5.9637,,6.7193,7.8518,1,11
2,TIRZEPATIDE,Nausea,Accelerating,High,0.5743,4,4,2.5860,4.3088,2.5860,3.4094,4.1061,4.3088,1,7979
2,TIRZEPATIDE,Cholecystitis,Accelerating,High,0.5692,4,4,2.5359,4.2436,2.5359,3.5404,2.8538,4.2436,0,120
2,TIRZEPATIDE,Postmenopausal haemorrhage,Accelerating,High,0.5572,4,4,3.2302,4.9020,3.2302,14.3173,4.6748,4.9020,0,64
2,TIRZEPATIDE,Injection site infection,Accelerating,High,0.5555,4,3,2.0953,3.7617,2.0953,2.5853,3.0135,3.7617,1,23
2,SEMAGLUTIDE,Blood glucose abnormal,Accelerating,High,0.5532,4,3,2.5505,4.2100,2.5505,1.6758,2.8553,4.2100,0,72
2,TIRZEPATIDE,Feeding disorder,Accelerating,High,0.5525,4,4,5.0205,6.6781,5.0205,5.7250,5.0655,6.6781,0,542
2,DULAGLUTIDE,Injection site bruising,Accelerating,High,0.5289,4,4,2.4703,4.0571,2.4703,5.9641,3.1175,4.0571,0,65
2,TIRZEPATIDE,Gallbladder disorder,Accelerating,High,0.5270,4,4,4.0324,5.6134,4.0324,2.9884,3.6484,5.6134,0,142
2,LIRAGLUTIDE,Blood glucose decreased,Accelerating,High,0.5266,4,4,5.0561,6.6360,5.0561,12.1899,6.6794,6.6360,0,20
2,TIRZEPATIDE,Gastrooesophageal reflux disease,Accelerating,High,0.4473,4,4,2.3794,3.7213,2.3794,3.0734,4.4536,3.7213,0,814
2,DULAGLUTIDE,Injection site haemorrhage,Accelerating,High,0.4182,4,4,3.4966,4.7512,3.4966,6.9183,5.2664,4.7512,0,75
2,SEMAGLUTIDE,Disability,Accelerating,High,0.4148,4,4,2.4383,3.6827,2.4383,15.0416,22.3271,3.6827,0,159
2,TIRZEPATIDE,Muscle atrophy,Accelerating,High,0.3906,4,3,2.3419,3.5136,2.3419,1.8146,3.6382,3.5136,0,129
2,TIRZEPATIDE,Vomiting,Accelerating,High,0.3857,4,4,2.2897,3.4467,2.2897,2.6402,3.1740,3.4467,1,4115
2,SEMAGLUTIDE,Gastrointestinal disorder,Accelerating,High,0.3854,4,3,2.3845,3.5406,2.3845,1.9761,2.1535,3.5406,0,606
2,TIRZEPATIDE,Sensitive skin,Accelerating,High,0.3599,4,4,2.3408,3.4206,2.3408,2.5734,2.4554,3.4206,0,114
2,TIRZEPATIDE,Injection site inflammation,Accelerating,High,0.3338,4,4,2.3977,3.3993,2.3977,2.8008,3.4292,3.3993,0,53
2,TIRZEPATIDE,Dehydration,Accelerating,High,0.2995,4,4,2.5357,3.4343,2.5357,2.8192,3.0969,3.4343,1,935
2,TIRZEPATIDE,Blood glucose decreased,Accelerating,High,0.2862,4,4,2.8180,3.6765,2.8180,3.4378,3.6519,3.6765,1,344
2,SEMAGLUTIDE,Gastrooesophageal reflux disease,Accelerating,High,0.2832,4,4,2.4751,3.3247,2.4751,2.3990,3.0204,3.3247,0,377
2,TIRZEPATIDE,Dysaesthesia,Accelerating,High,0.2547,4,4,2.4227,3.1868,2.4227,3.4741,3.7669,3.1868,0,35
3,DULAGLUTIDE,Blood glucose increased,Stable,High,0.6154,4,4,9.7734,11.6196,9.7734,14.5349,13.5361,11.6196,,263
3,SEMAGLUTIDE,Emotional distress,Stable,High,0.4780,4,4,10.8730,12.3070,10.8730,12.8480,11.7387,12.3070,,684
3,TIRZEPATIDE,Injection site rash,Stable,High,0.4128,4,4,5.1182,6.3565,5.1182,6.6717,7.3122,6.3565,,705
3,TIRZEPATIDE,Food poisoning,Stable,High,0.3809,4,4,4.2639,5.4067,4.2639,3.7057,3.6561,5.4067,,82
3,TIRZEPATIDE,Hypophagia,Stable,High,0.2970,4,4,3.1947,4.0857,3.1947,2.8323,2.8863,4.0857,,263
3,DULAGLUTIDE,Optic ischaemic neuropathy,Stable,Medium,0.2913,4,3,9.3240,10.1978,9.3240,7.2929,,10.1978,,18
3,LIRAGLUTIDE,Dehydration,Stable,High,0.2841,4,4,3.6021,4.4544,3.6021,3.4638,3.8766,4.4544,,32
3,TIRZEPATIDE,Injection site pruritus,Stable,High,0.2700,4,4,5.1027,5.9128,5.1027,6.3986,7.3689,5.9128,,1145
3,SEMAGLUTIDE,Visual impairment,Stable,High,0.2387,4,4,3.3502,4.0664,3.3502,3.9084,3.4245,4.0664,,804
